empty_slots,free_bikes,id,latitude,longitude,name,timestamp
13,6,8536b57314846d3b42645c0023e6e60d,43.68,-79.42500000000001,Christie St / Benson Ave (Wychwood Barns),2023-11-17 15:55:44.708000-05:00
21,0,7ffd06e0207f80fe1ff6b5ae0bb0544c,43.675492,-79.388858,Yonge St / Aylmer Ave,2023-11-17 15:55:44.140000-05:00
5,10,8fc44e8a98df79c9c41e04c531551a25,43.71176278859601,-79.27028152889692,552 Birchmount Rd,2023-11-17 15:55:45.525000-05:00
1,17,c27d6b38deaf954439fb6fb0f7542045,43.78187715875296,-79.41528502874928,Finch Subway Station ,2023-11-17 15:55:45.612000-05:00
4,16,32f618847043b8011f80333b5e7ea8b3,43.655431,-79.380653,Toronto Eaton Centre (Yonge St) - SMART,2023-11-17 15:55:44.264000-05:00
8,23,a7cdbedefded6e117505bde22c24ef84,43.640075,-79.414156,Western Battery Rd / Pirandello St,2023-11-17 15:55:44.497000-05:00
18,0,16658c808dda522274b99346e8f815fb,43.650492,-79.450842,Roncesvalles Ave / Marmaduke St,2023-11-17 15:55:45.620000-05:00
13,3,044fd938d016b91837e9b02be913b5c7,43.651145,-79.423742,Lakeview Ave / Harrison St (Green P) – SMART,2023-11-17 15:55:45.167000-05:00
22,11,e5f767772c705d8231b6b198de4aa458,43.66402799999999,-79.40297869999999,Spadina Ave / Sussex Ave - SMART,2023-11-17 15:55:44.917000-05:00
14,1,455237ee758de316844bd61287671f23,43.64309687937765,-79.42875613770637,Dufferin St / Queen St W,2023-11-17 15:55:44.997000-05:00
7,8,6ef5beb81c4c0140029ebf4bf192fcf5,43.59119994025076,-79.54449133041076,Lake Shore Blvd W / Brow Dr,2023-11-17 15:55:45.220000-05:00
11,8,0b3845b3ae55066784a10c891be2131c,43.6333523484014,-79.41436313073005,Princes' Blvd / Nunavut Rd,2023-11-17 15:55:44.684000-05:00
18,3,8b95bdc7ca8373821bef770b8f074c6c,43.65922918158098,-79.44320901022282,Lansdowne Subway Station,2023-11-17 15:55:44.443000-05:00
5,13,3d13e32b7336dbe2c6b2190df3ba8600,43.64422,-79.36927,Lower Jarvis St / Queens Quay E,2023-11-17 15:55:45.018000-05:00
14,8,c0538b0581a59e1e7321a382b5ab17ab,43.672079,-79.470171,St Clair Ave W / Gunns Rd,2023-11-17 15:55:44.769000-05:00
9,0,bcf5ea04f184984e5cbd8571527636ff,43.643253094827294,-79.41230469904167,Adelaide St W / Strachan Ave,2023-11-17 15:55:45.424000-05:00
0,22,14971ec1c8aa07165b67710a2afb84c2,43.650077,-79.391291,Queen St W / John St,2023-11-17 15:55:45.572000-05:00
12,1,de5dcf1ee9ccff065e01b4516b46f190,43.65143,-79.47779,Neil McLellan Park,2023-11-17 15:55:45.290000-05:00
15,8,135f69ed3bde48aaf1d0006b4f080149,43.658938,-79.383518,College Park - Gerrard Entrance,2023-11-17 15:55:45.059000-05:00
6,1,b076c918fa10b274340bcdb0f0bca1a6,43.670318,-79.405181,Kendal Ave / Spadina Rd,2023-11-17 15:55:44.675000-05:00
13,2,8aa5c061e4ae37e2e05b05d04afadc2e,43.64976,-79.48477,Jane St / Bloor St W (Jane Subway Station),2023-11-17 15:55:45.330000-05:00
0,12,adaa360374ea04ae057eba2ca7ba3e5b,43.653809,-79.3595,Sackville St / Eastern Ave - SMART,2023-11-17 15:55:44.746000-05:00
3,10,6eaaf36cd079d08d973fdf24e217aa3d,43.6476,-79.4015,Portland St / Queen St W,2023-11-17 15:55:44.145000-05:00
1,14,7e1ef79ac24de4ac7eded230e7caeff4,43.60191488118503,-79.49941888654288,Second St / Lake Shore Blvd W,2023-11-17 15:55:45.297000-05:00
2,16,c0cb4d9e138defbdefd1f862cf2bd095,43.73673829262113,-79.48227195568086,Downsview Park Blvd / Keele St  - SMART,2023-11-17 15:55:44.696000-05:00
17,2,5e8bf46c90fa957882beddfb6625870b,43.668427,-79.38725,Charles St W / Balmuto St - SMART,2023-11-17 15:55:45.601000-05:00
1,13,d8db167197846ff7cbe59c9a35aed587,43.6425636,-79.3762,12 Harbour St,2023-11-17 15:55:45.105000-05:00
2,12,365a0f49bf1c9b42c35b531688b9fed9,43.672453,-79.338259,Blake St / Boultbee Ave,2023-11-17 15:55:44.255000-05:00
1,7,40e171b076eee2cc9b8405f394f0ace7,43.655103,-79.389295,Simcoe St / Dundas St W - SMART,2023-11-17 15:55:45.560000-05:00
9,0,17fadbdc5848036c8485099bbf517294,43.674991,-79.396273,Davenport Rd / Avenue Rd,2023-11-17 15:55:44.141000-05:00
16,15,0cf5a51077c51159b5d6c8ed5b4c9db5,43.6314,-79.4304,Martin Goodman Trail (Marilyn Bell Park),2023-11-17 15:55:44.468000-05:00
1,13,4a1203492305451d3154777c392532f3,43.660296,-79.397107,Ursula Franklin St / St. George St - SMART,2023-11-17 15:55:44.581000-05:00
16,0,092cb5f641f627d7b43e321542ccc066,43.661152,-79.358505,Dundas St E / River St,2023-11-17 15:55:45.251000-05:00
15,0,d0d1e35af38818e4f0d4ce2e983ddb67,43.66554144421798,-79.41010317605742,Albany Ave / Bloor St W,2023-11-17 15:55:44.805000-05:00
13,4,4c1ee1ccabcd1c9eaca449e5b3bbbb6f,43.6808774,-79.3304491,24 Mountjoy Ave,2023-11-17 15:55:44.219000-05:00
15,2,1fe6812cc638f0e5080113daa9a7d77a,43.646677,-79.442741,Wright Ave / Sorauren Ave - SMART,2023-11-17 15:55:45.624000-05:00
14,4,7c6f64117f740f5dc9114ebfb26a6247,43.66842,-79.410585,Barton Ave / Howland Ave - SMART,2023-11-17 15:55:45.570000-05:00
8,11,d98ed5a52cd490b3cc4aa57f11510ecb,43.7611741,-79.5114452,Tobermory Dr / Finch Corridor Trail,2023-11-17 15:55:44.568000-05:00
3,14,03cb067499bb9bc86cf0c884edb403bc,43.663376,-79.392125,Wellesley St W / Queen's Park Cres,2023-11-17 15:55:44.316000-05:00
11,7,362434f77c0efeb50a5deb4ca9ce8969,43.69735608087488,-79.28528711019696,Pharmacy Ave / Teesdale Pl,2023-11-17 15:55:45.518000-05:00
10,1,4504736e6ccb393e9f89000f91479688,43.65905,-79.422988,Roxton Rd / Harbord St,2023-11-17 15:55:45.004000-05:00
4,9,cc5bd0485cb1b99156098277af99641f,43.70688,-79.26850999999999,Danforth Rd / Birchmount Rd ,2023-11-17 15:55:45.526000-05:00
26,9,b63112d639d75af6c2e5481df147cf77,43.7083577,-79.39886200000001,Yonge St / Orchard View Blvd,2023-11-17 15:55:44.480000-05:00
2,15,d06ed2c21f6ff4e4cbc77b64e65bd801,43.645665,-79.415345,Crawford St / Queen St W,2023-11-17 15:55:44.843000-05:00
6,8,0b46fa9ccc3ac1fa00d279abd7e73df2,43.74531103700256,-79.20970650787817,Kingston Rd / Scarborough Golf Club Rd,2023-11-17 15:55:44.428000-05:00
0,15,f622ddb7efda3e9074e12ac16bc7fdd7,43.6509552,-79.3707,George St / King St E,2023-11-17 15:55:45.561000-05:00
6,9,bfa44ca6c3c167b3a804a93fc1f0ce36,43.6929478,-79.28339980000001,Pharmacy Ave / Danforth Ave,2023-11-17 15:55:45.549000-05:00
3,11,7e8db6cca9980f9b6daf293197f25fc4,43.6626628,-79.3323698,Queen St E / Rushbrooke Ave,2023-11-17 15:55:44.622000-05:00
11,1,5fc306e019cf6a10e5f8096acfc2c910,43.698706949666914,-79.4756586460327,Keele St / Ingram Dr,2023-11-17 15:55:45.589000-05:00
11,12,27b5be1cbbce21764b224e820c7f888c,43.665523,-79.484892,Durie St / Dundas St W,2023-11-17 15:55:44.767000-05:00
1,24,5a441560e262305d1934fb3ada5a9517,43.657763,-79.389165,University Ave / Gerrard St W (East Side),2023-11-17 15:55:44.106000-05:00
20,0,7ef4283f9ce9f067e7127e5431d45f81,43.62313,-79.4918,Grand Avenue Park,2023-11-17 15:55:45.470000-05:00
14,3,56ff366ef56862dc34e4df414568d4b0,43.671278,-79.372127,Howard St / Rose Ave,2023-11-17 15:55:44.281000-05:00
6,16,9be84ceedbc228a38abe565a95d0d0ab,43.680012,-79.34403250000001,20 Eaton Ave,2023-11-17 15:55:45.079000-05:00
21,1,72de8a8e0a0966768f8115d755532e4c,43.682645,-79.377557,Rosedale Park (20 Scholfield Ave),2023-11-17 15:55:44.764000-05:00
2,15,c4077147fd13aa009cb7f1a59b0f8178,43.662085,-79.397735,Willcocks St / St. George St,2023-11-17 15:55:44.951000-05:00
1,14,ae8f902126cc9ad8f145c66ac996501b,43.6615467,-79.498398,Florence Gell Park,2023-11-17 15:55:44.167000-05:00
12,1,3afcafcea065abef8dd2beafcb78c7bd,43.6653032,-79.4701178,High Park Ave / Dundas St W,2023-11-17 15:55:45.646000-05:00
20,0,c1375239981cfc9b3934e691cb9013bb,43.663912,-79.416124,Bloor St W / Manning Ave - SMART,2023-11-17 15:55:45.630000-05:00
10,9,e6588e3838b256ab32f9b7db54be5a66,43.6162721,-79.4990363,Judson St / Royal York Rd,2023-11-17 15:55:44.180000-05:00
3,26,ec48a65298b460584afe2586c15c360c,43.6224434,-79.480284,Humber Bay Shores Park West,2023-11-17 15:55:45.606000-05:00
9,6,ae77752fa855081311919ad282b18482,43.64817,-79.510392,Willingdon Blvd / Bloor St W (Green P),2023-11-17 15:55:45.305000-05:00
6,4,82748c8c8a714dd216bcd4c636585556,43.659471,-79.350325,Thompson St / Broadview Ave - SMART,2023-11-17 15:55:45.619000-05:00
11,6,b960be1eba97f5aefc6ad39ecc93cb11,43.690537,-79.341307,Cosburn Ave / Donlands Ave,2023-11-17 15:55:44.759000-05:00
12,3,b64e9d0701f0c67b654468e6bfdba32a,43.6392777,-79.4115736,East Liberty St / Western Battery Rd,2023-11-17 15:55:44.839000-05:00
13,10,36e4390d0f95acd44b5c85f49217d360,43.65082785552666,-79.39698099821702,Spadina Ave / Sullivan St,2023-11-17 15:55:45.373000-05:00
9,5,2567d3e27e558c6e6ee94c289c838111,43.637922,-79.431734,King St W / Cowan Ave - SMART,2023-11-17 15:55:45.622000-05:00
1,21,f897c08ea341fc832b7ca756cb0982ae,43.6390437,-79.4760109,Ripley Ave / Ormskirk Ave,2023-11-17 15:55:44.078000-05:00
8,3,c102428e69ec84dd803fd2f51b8cfc83,43.674923,-79.430465,Winona Dr / Davenport Rd,2023-11-17 15:55:44.012000-05:00
7,3,7461a94289f2956b380e5b7684b56a1e,43.657991,-79.340075,Morse St / Eastern Ave,2023-11-17 15:55:44.253000-05:00
7,6,086ae84908444d2c0d0faf35deb1704f,43.70751755961952,-79.30252066313936,Plaxton Dr / St Clair Ave E,2023-11-17 15:55:45.610000-05:00
5,8,a73d255f1af70c61f91b4bbf216054ec,43.6472019,-79.3953394,Spadina Ave / Adelaide St W,2023-11-17 15:55:44.277000-05:00
18,5,126121fbcccd20a50c8bd94206c7d81b,43.7774374,-79.4447096,Esther Shiner Stadium,2023-11-17 15:55:45.241000-05:00
9,0,3df6faa6bc73f93a672aa3e3004434f0,43.68114,-79.4277,Rushton Rd / St Clair Ave W,2023-11-17 15:55:45.174000-05:00
9,13,049c76540151608ec55bfcd0e1748f41,43.666233,-79.373327,161 Bleecker St (South of Wellesley),2023-11-17 15:55:44.401000-05:00
10,13,59c65f9b8ad030535168838f871d5895,43.6544839,-79.34105699999999,25 Booth Ave,2023-11-17 15:55:45.074000-05:00
20,5,a2f8dc99e24a4f75d8d8f3f98efbc535,43.6791345,-79.3263159,Felstead Ave/Gillard Ave (Monarch Park),2023-11-17 15:55:44.217000-05:00
2,24,8b49ce875b451df6dbe4fb4667acb3bd,43.613606,-79.4883535,Amos Waites Park,2023-11-17 15:55:44.091000-05:00
24,6,4d9f7ef78ba9859e04d259c1567d1d61,43.6171635,-79.4971065,Windsor St / Newcastle St,2023-11-17 15:55:44.303000-05:00
6,19,1e5bc0c0a2797265956ee948d6dcd49d,43.63985,-79.43703,Jameson Ave / Queen St W,2023-11-17 15:55:45.101000-05:00
2,9,1829fb7bd0a98ee2fc523f35ea417baf,43.63735795888104,-79.43617975886079,King St W / Jameson Ave - SMART,2023-11-17 15:55:45.517000-05:00
6,15,e4d76b13daa3859403326b474684159d,43.5880774,-79.5432067,Marie Curtis Park,2023-11-17 15:55:44.693000-05:00
17,0,b602b86a935450f8aae69903762d466e,43.70430959999999,-79.3972815,Soudan Ave / Yonge St ,2023-11-17 15:55:44.973000-05:00
35,11,c1704a7eebf0bff8016166d14fe130bd,43.6323994,-79.40978179999999,Toronto Inukshuk Park,2023-11-17 15:55:45.113000-05:00
1,20,ffeaa2aaedeb18fc11f708bcd8323149,43.655350778457056,-79.38345966759798,Bay St / Dundas St W,2023-11-17 15:55:44.962000-05:00
2,16,fb337bbed72e2be090071e199899b2be,43.665269,-79.319796,Queen St E / Woodward Ave,2023-11-17 15:55:44.074000-05:00
15,0,1458ace78e8ffe65dd60c610007afe8e,43.69711160305226,-79.40537298227844,Avenue Rd / Oxton Ave ,2023-11-17 15:55:44.974000-05:00
22,1,b5012608da25a66be2fe79465186ff62,43.6591666666667,-79.3855555555556,Hayter St / La Plante Ave,2023-11-17 15:55:45.596000-05:00
13,2,a61c1c53028dc937958291979ad82de8,43.645389479325615,-79.5276822170925,Mabelle Park,2023-11-17 15:55:44.077000-05:00
18,0,0faf9e7c7d5403b8f7dc7574fa6d0c6e,43.70942,-79.39139,Roehampton Ave / Mount Pleasant Rd,2023-11-17 15:55:44.821000-05:00
5,13,675628c054189e3bce23785d6574a24d,43.66908,-79.3149,Orchard Park,2023-11-17 15:55:45.046000-05:00
19,1,09007b5f868cd54be0f040f9a9a75c42,43.690564,-79.326319,Mortimer Ave / Coxwell Ave,2023-11-17 15:55:45.010000-05:00
7,9,db63343ae1e174637ed6eba3912c4440,43.77345,-79.5002,York University Station (South) - SMART,2023-11-17 15:55:44.347000-05:00
9,3,b894ec8d0d8ab0f3a9bf708ee4c90d14,43.659575,-79.365769,Dundas St E / Parliament St,2023-11-17 15:55:44.952000-05:00
8,2,452241fc4e912119f006a20b4b0099cf,43.6544915,-79.422634,Ossington Ave / College St,2023-11-17 15:55:44.450000-05:00
10,13,189995604737e19f1b76cd3a3ff3aff9,43.665221,-79.394009,Queen's Park Cres W / Hoskin Ave,2023-11-17 15:55:44.484000-05:00
10,8,31d87930da4eacc3748b5fee65f96259,43.635495,-79.40352209999999,Coronation Park (Martin Goodman Trail),2023-11-17 15:55:44.218000-05:00
4,16,69dc0257a4d3a1dcd5af06dc3b4eed8c,43.66745,-79.329408,Alton Ave / Dundas St E (Greenwood Park),2023-11-17 15:55:44.254000-05:00
20,10,9239e6ede8fefff4cde18784c4dd82b0,43.65222662225532,-79.32295440954084,Tommy Thompson Park (Leslie Street Spit),2023-11-17 15:55:44.761000-05:00
4,10,558270f5714fec81ad57e09729ffb761,43.645658591546216,-79.52339938954925,Islington Subway Station (Aberfoyle Cres),2023-11-17 15:55:44.075000-05:00
32,2,e2911ec2b832c350dad0a8831a30d273,43.639832,-79.395954,Fort York  Blvd / Capreol Ct,2023-11-17 15:55:44.324000-05:00
0,18,049156f7c0e19a53a77d8310d93eed0c,43.6397,-79.44865,Sunnyside Ave / The Queensway - SMART,2023-11-17 15:55:44.747000-05:00
2,29,3c09457be4ce775b0cd37e8b073f4ee8,43.63737145931921,-79.38976958703309,HTO Park West,2023-11-17 15:55:44.694000-05:00
13,3,3c7236f4a281b569b57f40c0bf29c4ca,43.7842419,-79.1849889,University of Toronto Scarborough,2023-11-17 15:55:45.588000-05:00
5,18,50d8ed93a01d05c04298300fe52b5ac7,43.63771,-79.458173,Lake Shore Blvd W / Colborne Lodge Dr,2023-11-17 15:55:44.098000-05:00
8,7,973748f7f27229b41ca0d2a96dea777e,43.667208,-79.312315,Queen St. E / Eastern Ave,2023-11-17 15:55:44.609000-05:00
16,0,8ab6f991fa3032ee2a20b1d34d50be01,43.663148,-79.347938,Dundas St E / Boulton Ave - SMART,2023-11-17 15:55:45.179000-05:00
9,17,aec7195bb028b992ab8536f51c7d37f8,43.64534,-79.409597,Niagara St / Richmond St W,2023-11-17 15:55:44.107000-05:00
5,9,c7948cf5155f3ddaefa9a8279f203b5a,43.6552778,-79.36583333333333,Queen St E / Berkeley St,2023-11-17 15:55:45.474000-05:00
23,5,0ec6c1acd2e8975a5a2d5ddfe6028115,43.6484201,-79.40051919999999,Wolseley St / Augusta Ave,2023-11-17 15:55:44.719000-05:00
10,10,b542b8a95776fceb86045c831303a7cd,43.64299174164139,-79.42355911563249,Lisgar St / Queen St W - SMART,2023-11-17 15:55:44.423000-05:00
13,0,d3e1a4057d9bf7c31c216017a0f1989b,43.6563889,-79.45166666666667,Bloor St W / Dundas St W,2023-11-17 15:55:44.357000-05:00
11,0,eb00d171668cedf07334d8504a1dbd79,43.72749778259739,-79.32714222209015,Wynford Heights Cres / Concorde Pl,2023-11-17 15:55:44.185000-05:00
12,7,7f760f7680dae3ad47ef0821337c8366,43.7154661,-79.2876595,Scarborough Soccer Centre,2023-11-17 15:55:45.510000-05:00
31,16,937a6d6b325ab59d5e0047f4b8eeb0ac,43.637764,-79.345359,Cherry Beach,2023-11-17 15:55:44.244000-05:00
